CNAME,GES_FLD,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,VRAD,E_VRAD,C1,NA1,MG1,AL1,SI1,SI2,CA1,SC1,SC2,TI1,TI2,V1,CR1,CR2,MN1,FE1,FE2,CO1,NI1,CU1,ZN1,Y2,ZR1,BA2,LA2,CE2,ND2,EU2
08100785-4916357,NGC2547,122.5327083333313,-49.2765833333325,327.64056,12798.0,750.0,4.131917,0.2,-0.5,8.1983,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08090250-4858172,NGC2547,122.2604166666646,-48.97144444444362,111.46006000000001,5746.0,41.0,4.7860765,0.12362191,0.004389078,23.31055,0.36729643,8.24,6.0699997,7.34,6.41,7.39,7.41,6.4300003,3.3139999999999996,3.26,4.95,4.82,4.15,5.53,5.645,5.47,7.44,7.43,4.84,6.14,4.14,4.284,2.08,3.38,1.92,1.68,,1.84,
08102667-4906532,NGC2547,122.61112499999793,-49.11477777777696,154.9766,7679.0,750.0,2.7925,1.0,-0.3,25.079698999999998,0.31216535,8.39,,7.65,,,,,,3.2,,,,,,,,,,,,,,,,,,,
08095922-4916108,NGC2547,122.49674999999792,-49.26966666666583,287.07117,11440.0,750.0,4.1760883,0.2,-0.3,27.2473,0.31151146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08105280-4936425,NGC2547,122.71999999999794,-49.61180555555472,78.71330999999998,4857.0,8.0,2.9576886000000004,0.05365121,0.06492617,34.70235,0.36490417,8.27,6.3399997,7.59,6.54,7.55,7.49,6.4900002,3.18,3.43,5.02,4.94,4.23,5.64,5.52,5.53,7.48,7.51,5.05,6.3,4.14,4.374,2.22,2.65,2.0340002,0.89,1.6700001,1.49,0.27
08085860-4908550,NGC2547,122.24416666666464,-49.14861111111028,79.641685,4959.0,14.0,2.7353723,0.10183195,-0.25980324,42.848602,0.36488226,8.09,5.94,7.2999997,6.0699997,7.25,7.22,6.1600003,2.74,3.25,4.62,4.79,3.76,5.2,5.17,4.97,7.1,7.23,4.67,5.93,3.85,4.4440002,1.76,2.15,1.824,0.59,1.44,1.34,0.10000001
08084225-4915153,NGC2547,122.1760416666646,-49.25424999999917,69.95589,5074.0,26.0,3.2051764,0.020920174,-0.12952358,48.24305,0.3650349,8.03,6.0299997,7.3199997,6.24,7.33,7.24,6.37,2.94,3.3000002,4.87,4.88,3.9299998,5.45,5.35,5.16,7.3,7.33,4.78,6.07,3.95,4.4639999999999995,2.07,2.38,2.0440001,1.0,1.6400001,1.55,0.29
08110201-4916095,NGC2547,122.7583749999979,-49.269305555554716,25.779186,5576.0,200.0,4.4456169999999995,0.09814674400000001,0.16525903,54.3876,0.36942625,8.56,6.3,7.6,6.666437599999999,7.67,,6.291,3.4139999999999997,3.51,5.16,4.89,4.3469996,5.91,5.9849997,5.74,7.57,7.58,5.21,6.37,,,2.41,,1.6640000000000001,,2.24,1.97,
08104410-4913153,NGC2547,122.68374999999796,-49.22091666666583,90.39752,5105.0,3.0,2.5193548,0.012536866,-0.35776874,62.95425400000001,0.36476909999999996,7.63,6.14,7.18,6.1099997,7.2,7.05,6.1600003,2.72,3.0900002,4.56,4.63,3.6899998,5.24,5.07,4.93,7.1,7.13,4.57,5.84,3.89,4.294,1.57,1.85,1.9140000000000001,0.59,1.22,1.17,0.16
08080667-4911212,NGC2547,122.0277916666646,-49.1892222222214,139.32217,6374.0,151.0,4.543386,0.14517422,0.14305156,63.31315,0.36672753,8.36,6.28,7.52,6.42,7.59,7.75,6.461,3.5839999,3.41,5.14,5.18,4.377,5.72,5.915,5.58,7.6,7.72,5.15,6.34,4.36,4.644,2.49,,2.144,,1.76,1.96,
08093671-4911383,NGC2547,122.4029583333313,-49.19397222222138,227.63432000000003,10687.0,750.0,4.2458134,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08095753-4908202,NGC2547,122.48970833333128,-49.13894444444362,390.34076,11422.0,750.0,4.0452676,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08102725-4909509,NGC2547,122.6135416666646,-49.16413888888808,227.34895,14108.0,750.0,4.2191019999999995,0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08105955-4917039,NGC2547,122.74812499999793,-49.28441666666584,292.38104,13640.0,750.0,3.9068593999999996,0.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10360833-5813043,NGC3293,159.03470833333066,-58.21786111111015,188.15453,26547.0,1000.0,4.2150207,0.2,0.0,-48.5698,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10354070-5812442,NGC3293,158.91958333333062,-58.212277777776784,461.78397,24930.0,750.0,3.6584005,0.45,0.0,-23.1121,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10354821-5812332,NGC3293,158.95087499999732,-58.20922222222122,266.93607000000003,26588.0,1000.0,4.141461,0.2,0.0,1.5084,0.31205759999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10355491-5812591,NGC3293,158.97879166666402,-58.21641666666568,385.99945,22740.0,750.0,3.2993827000000007,0.45,0.0,12.84,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10355363-5814478,NGC3293,158.97345833333068,-58.24661111111014,347.79123,28543.0,1000.0,4.088476999999999,0.2,0.0,55.6117,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10355422-5815267,NGC3293,158.975916666664,-58.25741666666567,331.5905,28374.0,1000.0,4.0956790000000005,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10355781-5812213,NGC3293,158.99087499999732,-58.20591666666571,507.61893,23958.0,750.0,3.7121398,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11072859-5847592,NGC3532,166.86912499999718,-58.79977777777678,167.41038999999995,5897.0,57.0,4.3602195,0.11220212,0.244,-13.032900999999999,0.36466065,8.39,6.35,7.75,6.55,7.68,7.68,6.651,3.384,3.44,5.09,5.18,4.2269998,5.83,5.845,5.61,7.67,7.71,5.04,6.41,4.36,4.8640003,2.2,,2.3040001,,,1.62,0.58
12574905-6458511,NGC4815,194.4543749999968,-64.98086111111,57.56166500000001,4731.0,58.0,2.6235352,0.1153693,-0.174332,-70.479,0.36544576,8.28,6.02,7.39,6.27,7.48,7.41,6.191,3.0439999999999996,3.17,4.7,4.86,3.8370001000000014,5.39,5.365,5.17,7.2,7.33,4.79,6.03,4.1,4.484,1.84,2.22,1.7540001,0.85,1.6400001,1.45,0.36
12574341-6458045,NGC4815,194.43087499999672,-64.96791666666556,82.08143000000003,4890.0,57.0,2.7895932,0.11468311,-0.04,-49.0085,0.36495140000000004,7.95,6.04,7.37,6.26,7.42,7.32,6.231,3.014,3.24,4.74,4.91,3.867,5.41,5.4249997,5.24,7.27,7.4,4.74,6.05,4.07,4.6140003,2.15,2.47,2.2840002,1.05,1.9099998,1.68,0.38
12581939-6453533,NGC4815,194.58079166666337,-64.89813888888781,68.04425,4003.0,66.0,1.5177450000000001,0.11752421,0.00158681,-34.13345,0.36638254,8.17,6.41,7.61,6.47,7.73,,6.4510000000000005,3.074,3.16,4.81,4.92,4.117,5.51,5.5449996,,7.29,7.44,5.12,6.45,4.65,3.904,2.11,2.29,2.004,0.84,1.46,1.43,0.48
12571312-6456090,NGC4815,194.30466666666337,-64.93583333333224,70.97847,4734.0,58.0,2.606902,0.11536776,-0.05,-9.1468,0.36516243,,6.07,7.45,6.34,7.52,7.49,6.271,3.0639999999999996,3.27,4.8,5.04,3.9870002,5.44,5.4649997,5.28,7.31,7.38,4.89,6.18,4.16,4.593999999999999,2.03,2.33,2.0140000000000002,0.88,1.5799999,1.58,0.45
15562994-5726584,NGC6005,239.124749999996,-57.449555555554596,119.43428,4773.0,57.0,2.7752159,0.11344988,0.2,-70.50194499999998,0.36460316,8.4,6.5,7.64,6.56,7.77,7.75,6.501,3.264,3.49,4.99,5.14,4.2269998,5.74,5.7349997,5.63,7.58,7.64,5.14,6.47,4.36,4.544,2.32,2.62,2.254,1.1,1.8499999,1.73,0.6
15561874-5731192,NGC6005,239.0780833333293,-57.52199999999901,93.87617,4639.0,58.0,2.6405472999999997,0.11397564,-0.0489833,-7.17375,0.36584526,8.34,6.13,7.6,6.47,7.62,7.61,6.301,3.0839999,3.23,4.86,4.99,4.0969999999999995,5.49,5.535,5.25,7.35,7.41,4.98,6.22,4.18,4.474,1.91,2.28,2.0340002,0.85,1.53,1.53,0.53
15560777-5722216,NGC6005,239.0323749999959,-57.37266666666569,103.45501,4575.0,58.0,2.9591703,0.11315707,0.17,7.6401,0.36499202,8.63,6.27,7.7,6.58,7.76,7.73,6.401,3.304,3.45,4.95,5.13,4.237,5.69,5.785,5.67,7.48,7.61,5.18,6.44,4.37,4.584,2.29,2.47,2.0140000000000002,1.05,1.8499999,1.79,0.62
16135757-5413471,NGC6067,243.48987499999592,-54.22974999999907,130.96921,4772.0,57.0,2.8426251000000002,0.11250120400000001,0.0300002,-49.50555,0.3644627,8.17,6.2,7.52,6.43,7.59,7.5,6.401,3.2239999999999998,3.36,4.93,5.08,4.167,5.6,5.5649996,5.44,7.44,7.49,4.98,6.29,4.22,4.584,2.26,2.53,2.2940001,1.1,1.75,1.74,0.58
16131741-5414055,NGC6067,243.3225416666625,-54.2348611111102,361.25726000000003,5458.0,500.0,0.40123457,1.2,0.0,-45.44435,0.36757870000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16132659-5414013,NGC6067,243.3607916666625,-54.23369444444354,82.1175,12489.488000000001,750.0,3.5655892,0.45,-0.3,-44.1338,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16120593-5408277,NGC6067,243.0247083333292,-54.14102777777685,220.71184,4398.0,57.0,1.8400991000000002,0.11289439999999999,0.113514,-43.111748,0.36466149999999997,8.29,6.64,7.63,6.55,7.72,,6.6210002999999995,3.2239999999999998,3.37,4.99,5.03,4.2269998,5.69,5.615,,7.46,7.45,5.1,6.39,4.25,4.593999999999999,2.29,2.7,2.5140000000000002,1.05,1.77,1.81,0.68
16130466-5414271,NGC6067,243.2694166666625,-54.24086111111019,231.26407999999998,4069.0,57.0,1.5370888999999999,0.11257864,-0.0299997,-41.01375,0.36512178,8.34,6.94,7.61,6.39,7.81,,6.8910003,3.1639999999999997,3.27,5.02,5.03,4.207,5.63,5.595,5.42,7.32,7.41,5.04,6.51,4.38,4.064,2.23,2.6,2.5540001,0.82,1.5799999,1.82,0.66
16130403-5412187,NGC6067,243.26679166666256,-54.20519444444352,265.98175,4304.0,57.0,1.7413484000000001,0.11212672,0.2,-40.605,0.3652013,8.38,6.74,7.64,6.63,7.72,,6.9510000000000005,3.364,3.48,5.21,5.11,4.437,5.8,5.685,5.62,7.46,7.42,5.2,6.52,4.3,4.4440002,2.46,2.86,2.6839999999999997,1.05,1.7,2.03,0.75
16131432-5417103,NGC6067,243.30966666666262,-54.28619444444354,90.20585,12530.0,750.0,3.6430135000000003,0.45,-0.6,-37.9845,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16125790-5417202,NGC6067,243.24124999999583,-54.28894444444352,123.31966000000001,15798.0,750.0,3.983539,0.3,0.0,-35.5251,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16112047-5421147,NGC6067,242.83529166666256,-54.3540833333324,185.55157,5507.0,154.0,1.4458597,0.29785708,0.2,-33.2063,0.36286792,8.12,6.84,7.82,,7.87,,6.7010000000000005,3.514,3.25,4.7,4.96,3.887,5.57,5.5449996,5.37,7.87,7.67,4.76,6.1,3.83,4.524,2.1,2.69,,,,1.17,
16123137-5404435,NGC6067,243.1307083333292,-54.078749999999076,16.448872,6854.0,159.0,1.8947142,0.39697709999999997,,-20.113201,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16125629-5409360,NGC6067,243.2345416666625,-54.159999999999094,127.60311000000002,12779.0,750.0,3.559799,0.45,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16595056-5242446,NGC6253,254.96066666666232,-52.71238888888799,144.64272,4821.0,57.0,2.9134443,0.113510974,0.26,-74.03290600000003,0.36442575,8.36,6.84,7.78,6.79,7.91,7.87,6.671,3.5039999999999996,3.61,5.17,5.24,4.4769998,5.88,5.9049997,5.78,7.71,7.74,5.33,6.64,4.54,4.744,2.36,2.71,2.194,1.08,1.9099998,1.74,0.67
16594146-5248349,NGC6253,254.9227499999957,-52.80969444444356,28.006027000000003,5549.0,70.0,4.271897,0.12501954,0.156664,-58.06205,0.3676125,,6.34,7.6,6.54,7.52,7.34,6.581,3.324,3.27,5.12,4.96,4.257,5.82,5.9649997,5.58,7.55,7.62,5.11,6.3,4.33,4.534,2.08,,2.0540001,,,1.92,
16592835-5244418,NGC6253,254.86812499999573,-52.74494444444356,4.955568,5869.0,186.0,3.8301814,0.5850947,,-52.7217,0.3286484000000001,,6.86,8.43,7.64,7.97,7.75,6.931,,3.36,6.04,5.69,5.147,6.45,6.7349997,,8.04,8.03,5.9,7.28,4.56,4.954,3.13,,2.8040001,,3.47,,
16590939-5243547,NGC6253,254.78924999999577,-52.73194444444355,31.692064000000002,6102.0,68.0,4.309455000000002,0.12137819,0.223762,-49.380897999999995,0.36769083,8.56,6.53,7.71,6.86,7.74,7.83,6.591,3.9539999999999997,3.44,5.32,5.17,4.5969996,5.99,5.915,5.76,7.8,7.82,5.24,6.58,4.6,4.484,2.47,,1.8940000000000001,,2.58,2.27,
16585171-5246264,NGC6253,254.715458333329,-52.77399999999911,113.99306000000001,4641.0,58.0,3.086216,0.11278335,0.21,-45.49285,0.36483109999999996,8.48,6.47,7.73,6.63,7.87,7.85,6.521,3.2739999999999996,3.51,4.98,5.23,4.277,5.73,5.9049997,5.8,7.61,7.75,5.24,6.58,4.46,,2.37,2.56,2.244,1.04,1.8999999,1.77,0.56
16592513-5243273,NGC6253,254.85470833332906,-52.72424999999911,81.8214,6008.0,179.0,3.9761007000000004,0.5170939,,-45.175465,0.10005295,,6.71,7.67,6.7,7.52,7.49,5.9910000000000005,4.184,3.48,5.5,5.22,4.5769997,6.23,6.055,,7.76,7.79,5.52,6.65,4.24,,2.63,4.43,1.574,,2.08,,
16591136-5247085,NGC6253,254.79733333332905,-52.78569444444356,13.907554000000001,5826.0,140.0,4.4824843,0.35963598,0.37,-13.54725,0.37530187,,6.46,7.8,7.0,7.8,8.35,6.8210000000000015,3.884,3.97,5.61,5.68,4.7469997,6.07,5.955,5.71,7.91,8.1,5.57,6.66,4.62,4.644,2.96,,2.8739999999999997,,,1.9,1.76
16592460-5244192,NGC6253,254.8524999999957,-52.73866666666577,228.22043,4439.0,56.0,2.2947283,0.11080588400000001,0.0,6.7746,0.36421946,8.25,6.22,7.52,6.36,7.62,7.64,6.431,3.054,3.26,4.78,5.02,3.947,5.53,5.5649996,5.53,7.39,7.48,4.94,6.36,4.22,4.513999999999999,2.19,2.37,2.384,0.96,1.69,1.67,0.49
16585334-5238135,NGC6253,254.72224999999563,-52.637083333332434,29.280563,5958.0,69.0,4.2629209999999995,0.12251301,0.24,7.23625,0.36736917,8.53,6.03,7.64,6.55,7.44,7.51,6.601,3.3739999999999997,3.49,5.23,5.22,4.397,5.84,5.705,5.72,7.69,7.68,5.15,6.36,4.68,4.634000299999999,2.52,,2.394,,,1.81,
16594528-5237421,NGC6253,254.9386666666624,-52.62836111111021,14.051333999999999,5637.0,180.0,3.7917292000000002,0.53991824,,18.9852,0.37403600000000004,,6.88,7.77,6.78,7.94,8.12,6.941,,3.65,5.47,5.38,4.5969996,6.16,6.2349997,,7.92,7.87,5.34,6.75,4.5,4.314,2.55,,2.7439999999999998,,,,
16595697-5241340,NGC6253,254.9873749999957,-52.69277777777689,16.170157999999994,5591.0,73.0,3.8447716,0.12873751,0.06,27.87825,0.37204903,,6.16,7.54,6.51,7.37,7.91,6.481,3.134,3.23,5.11,4.95,4.137,5.7,5.865,5.32,7.47,7.53,5.1,6.16,4.06,4.494,2.2,,2.474,,,2.56,
16594457-5246059,NGC6253,254.93570833332907,-52.768305555554676,39.71607,5718.0,67.0,4.5186,0.11968949400000001,0.22754499999999997,29.287851,0.36623484,8.32,6.33,7.72,6.51,7.57,7.55,6.551,3.364,3.51,5.14,5.17,4.2869997,5.76,5.7749996,5.58,7.58,7.68,5.08,6.44,4.34,4.784,2.42,,2.234,,,1.77,
17011371-4437075,NGC6259,255.3071249999957,-44.618749999999245,79.90340400000002,4478.0,58.0,2.3276557999999996,0.11477841400000001,0.27,-37.439,0.36519715,8.39,6.7,7.74,6.62,7.94,7.9,6.511,3.324,3.5,4.98,5.18,4.187,5.76,5.895,5.98,7.61,7.69,5.25,6.6,4.62,4.794,2.36,2.53,2.3040001,1.13,1.8399999,1.73,0.71
17002710-4437036,NGC6259,255.11291666666241,-44.617666666665905,52.667202,5662.0,170.0,1.2226385,0.47755224,,-37.3577,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17004551-4437213,NGC6259,255.1896249999957,-44.62258333333258,173.51703,6672.0,121.0,1.9141101000000005,0.18353891,,-33.27835,0.36428782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17002841-4437203,NGC6259,255.11833333332905,-44.6223055555548,119.59268,4707.0,57.0,2.3612482999999997,0.11423409,0.29,-31.62575,0.36468607,8.34,6.73,7.73,6.62,7.87,7.79,6.601,3.324,3.55,5.02,5.2,4.237,5.79,5.7949996,5.67,7.63,7.69,5.17,6.53,4.47,4.763999999999999,2.32,2.57,2.454,1.13,1.75,1.71,0.61
17004792-4436199,NGC6259,255.19966666666244,-44.60552777777704,97.83155,6843.0,123.0,2.2250183,0.19149469,,-25.104248000000002,0.36468136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18025328-2420170,NGC6530,270.72199999999543,-24.338055555555144,165.76686,22197.0,750.0,4.5514402,0.2,0.0,-434.211,0.317754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042056-2413549,NGC6530,271.0856666666621,-24.23191666666625,259.9499,21349.0,750.0,4.047325,0.2,0.0,-297.7897,0.181625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043992-2422444,NGC6530,271.1663333333288,-24.378999999999586,171.9828,17950.0,750.0,3.9876542,0.3,0.0,-253.87729,0.23438765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18050829-2415329,NGC6530,271.2845416666621,-24.25913888888848,116.42593000000001,13706.0,750.0,3.7808983,0.3,-1.0,-234.24448999999998,0.3512019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18024192-2433360,NGC6530,270.6746666666622,-24.55999999999959,215.29485,10120.0,750.0,3.9731994,0.3,-0.2,-18.7288,0.3118105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042938-2409349,NGC6530,271.1224166666621,-24.159694444444035,40.180946,9424.0,750.0,2.6917857999999995,1.2,-0.45,-10.7427,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18041116-2421452,NGC6530,271.04649999999543,-24.362555555555147,,21845.0,750.0,4.284465,0.2,0.0,1.0878232,0.7126453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18050230-2417018,NGC6530,271.2595833333287,-24.28383333333292,80.563255,13159.0,750.0,4.1311784,0.2,-0.2,1.6159,0.31539473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18040126-2423474,NGC6530,271.00524999999544,-24.396499999999584,,15600.0,750.0,4.202675,0.2,0.0,2.1374931,1.2832393999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042899-2425262,NGC6530,271.1207916666621,-24.42394444444405,231.0537,20000.0,750.0,4.262346,0.2,0.0,2.7266,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043441-2428057,NGC6530,271.14337499999544,-24.46824999999959,87.83158,14521.0,750.0,4.242433999999999,0.2,-0.4,4.9359,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042720-2422497,NGC6530,271.1133333333288,-24.380472222221808,,21759.0,750.0,4.09928,0.2,0.0,5.3548975,3.1864369999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18023863-2415195,NGC6530,270.66095833332884,-24.255416666666257,290.78906,35771.0,1000.0,4.089506,0.2,0.0,5.8067,0.31192347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043305-2422530,NGC6530,271.1377083333287,-24.381388888888477,278.988,12900.0,750.0,3.7,0.45,-0.6,10.831391,0.48224172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18035837-2429128,NGC6530,270.9932083333288,-24.48688888888848,80.655846,11123.0,750.0,3.0469999999999997,0.7,-0.35000002,13.2403,0.31235240000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18053042-2412129,NGC6530,271.37674999999547,-24.20358333333292,191.29987,23530.0,750.0,4.490741000000001,0.2,0.0,13.2403,0.3118329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18044279-2418339,NGC6530,271.1782916666621,-24.30941666666625,,14940.0,750.0,4.2692165,0.2,-0.4,14.406531,3.8874378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18045903-2427232,NGC6530,271.2459583333288,-24.456444444444035,86.17244000000002,17057.0,750.0,4.27572,0.2,0.0,14.5288,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043292-2418445,NGC6530,271.13716666666215,-24.3123611111107,195.26357,20000.0,750.0,4.1666665,0.2,0.0,15.5013,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043311-2421156,NGC6530,271.1379583333287,-24.354333333332924,41.535194,9100.0,750.0,1.5,1.2,0.0,20.5884,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042527-2422422,NGC6530,271.10529166666197,-24.378388888888477,121.56598000000001,12400.0,750.0,3.7,0.45,-0.3,24.487799,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18045627-2424035,NGC6530,271.2344583333287,-24.40097222222181,52.121696,12258.0,750.0,4.440487999999998,0.2,-0.1,28.169199,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042429-2420595,NGC6530,271.1012083333288,-24.349861111110698,261.18365,21000.0,750.0,4.0370370000000015,0.2,0.0,28.8587,0.3118565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18035685-2418453,NGC6530,270.98687499999545,-24.31258333333292,317.26965,33467.0,1000.0,4.373457,0.2,0.0,30.324,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042134-2423356,NGC6530,271.0889166666621,-24.39322222222181,81.88606,11167.0,750.0,4.158214,0.2,-0.1,47.8017,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034033-2422427,NGC6530,270.91804166666196,-24.37852777777737,144.63962,10650.0,750.0,4.8,0.2,0.0,114.0782,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18043892-2419266,NGC6530,271.1621666666622,-24.324055555555145,50.182476,13800.0,750.0,3.6,0.45,0.1,194.05151,0.22395335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18035245-2421387,NGC6530,270.96854166666213,-24.36074999999959,514.12305,44475.0,1000.0,3.9670782,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18040129-2426292,NGC6530,271.00537499999547,-24.44144444444404,135.4339,14493.0,750.0,4.344005999999999,0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18040432-2421304,NGC6530,271.0179999999954,-24.358444444444032,142.56245,12945.0,750.0,4.061453299999998,0.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042502-2427453,NGC6530,271.10424999999543,-24.46258333333292,225.4203,15000.0,750.0,3.6944443999999996,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042555-2420450,NGC6530,271.1064583333287,-24.34583333333293,300.5376,21572.0,750.0,3.8096707000000003,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042673-2423518,NGC6530,271.1113749999954,-24.397722222221805,65.66715,8833.0,750.0,3.2222223,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18044780-2428240,NGC6530,271.19916666666205,-24.47333333333292,208.49226000000002,18473.0,750.0,4.3281894,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18273098+0618484,NGC6633,276.8790833333287,6.31344444444434,115.1625,5360.0,57.0,4.524097,0.11333359,-0.09,-91.7239,0.36504754,8.3,6.1,7.55,6.46,7.46,7.43,6.401,3.2939999999999996,3.32,5.04,5.01,4.157,5.59,5.5649996,5.35,7.37,7.39,4.87,6.21,4.16,4.674000299999999,2.08,,2.004,,,1.62,0.53
18281702+0636284,NGC6633,277.070916666662,6.607888888888778,116.81284,5136.0,57.0,4.4789543,0.114006765,0.2,-78.3691,0.3654369,8.64,6.4,7.68,6.59,7.71,7.59,6.591,3.4939999999999998,3.5,5.12,5.21,4.427,5.82,5.955,5.77,7.61,7.67,5.14,6.53,4.41,4.644,2.36,2.82,2.214,,2.06,1.78,
18264301+0632354,NGC6633,276.6792083333287,6.543166666666558,107.49740600000001,5657.0,58.0,4.378367400000001,0.11356934,-0.32,-55.758198,0.36520427,8.07,5.81,7.25,5.98,7.13,7.2,6.171,,2.88,4.64,4.64,3.717,5.34,5.2749996,5.02,7.11,7.15,4.53,5.85,3.75,4.303999999999999,1.84,,1.994,,,1.34,
18282204+0650074,NGC6633,277.0918333333287,6.835388888888774,242.18939,6259.0,60.0,4.247623,0.11471524,-0.027000000000000003,-53.61495,0.36602893,8.23,6.19,7.49,6.22,7.44,7.57,6.331,,3.15,4.84,4.86,4.027,5.51,5.6349998,5.36,7.4,7.44,4.78,6.1,4.2,4.564,2.1,,2.0440001,,,1.52,
18275771+0642479,NGC6633,276.9904583333286,6.713305555555443,100.31473000000001,5417.0,57.0,4.4023895,0.11405829,0.23,-47.539497,0.36528945,8.44,6.36,7.69,6.6,7.72,7.59,6.601,3.3939999999999997,3.51,5.11,5.2,4.2869997,5.81,5.9449997,5.67,7.63,7.67,5.09,6.5,4.36,4.7139999999999995,2.3,,2.254,,,1.84,0.57
18280145+0642302,NGC6633,277.00604166666204,6.708388888888775,111.53528,5889.0,58.0,4.1439223,0.11352993,0.3,-45.69355,0.36464995,8.48,6.57,7.8,6.64,7.76,7.67,6.711,3.464,3.59,5.16,5.21,4.3269997,5.88,5.895,5.78,7.72,7.74,5.16,6.53,4.44,4.934,2.34,,2.2840002,,,1.67,0.48
18274143+0630541,NGC6633,276.9226249999953,6.515027777777668,98.83014,5082.0,58.0,4.663928,0.11380228,-0.26,-45.0136,0.3658419000000001,,5.86,7.27,6.17,7.28,7.55,6.191,3.0839999,3.04,4.85,4.8,4.0169999999999995,5.43,5.685,5.24,7.16,7.24,4.7,6.01,3.92,4.474,1.98,2.56,1.8740001,,,1.73,
18270509+0632141,NGC6633,276.771166666662,6.5372777777776685,316.2173,5221.0,57.0,2.6411316000000005,0.11136716,-0.0899997,-42.56535,0.3645134,7.72,6.2,7.37,6.23,7.3,7.41,6.331,3.0939999,2.93,4.8,4.62,3.977,5.45,5.375,5.2,7.33,7.28,4.7,6.03,3.92,4.3640003,2.01,2.56,2.444,0.83,1.6099999,1.41,0.16
18265289+0625237,NGC6633,276.72037499999544,6.423249999999891,235.11833,11000.0,750.0,3.6502059,0.45,0.0,-23.1933,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18280276+0650238,NGC6633,277.0114999999953,6.8399444444443285,130.40964,6149.0,169.0,1.5778444,0.47524340000000004,,17.9146,4.2426405,,,,,,,,,,,,,,,,,,,,,,,,,,,,
