CNAME,GES_FLD,RA,DEC,SNR,TEFF,E_TEFF,LOGG,E_LOGG,FEH,VRAD,E_VRAD,NA1,MG1,SI1,CA1,SC2,TI1,TI2,V1,CR1,FE1,FE2,CO1,NI1,Y2,BA2
17474907+0532396,IC4665,266.95445833332883,5.544333333333238,77.51538000000002,4909.0,51.0,4.4544187000000015,0.022243215,-0.04543054,-11.116099,0.36681092,6.29,7.509999799999999,7.39,6.56,3.3300002,5.16,5.01,4.35,5.71,7.52,7.41,4.93,6.24,2.37,2.094
17454123+0533444,IC4665,266.42179166666216,5.562333333333241,238.15031000000002,6533.0,0.0,3.97,0.0,-0.03,-9.77085,3.0274389999999998,6.16,7.35,7.27,6.151,3.05,5.14,4.65,4.617,5.6,7.61,7.46,5.06,5.98,2.34,1.554
17471599+0535094,IC4665,266.8166249999955,5.58594444444435,238.37935,7735.0,0.0,4.08,0.0,-0.1,-9.13655,3.1598132000000003,6.13,7.26,7.45,5.921,2.98,5.48,4.64,5.207000000000002,5.76,7.4389585999999985,,,6.55,2.26,1.3340001
08513740+1150052,M67,132.90583333333106,11.834777777777575,248.44687000000002,5946.0,56.0,3.8353112,0.11181366,0.004,32.8021,0.36430913,6.14,7.48,7.43,6.4510000000000005,3.2,4.82,4.94,3.867,5.51,7.41,7.48,4.76,6.09,2.14,2.254
08514995+1149311,M67,132.95812499999778,11.825305555555358,234.93393999999998,5915.0,56.0,3.7256055,0.111918904,-0.036539499999999996,33.675003000000004,0.36414003,6.16,7.43,7.39,6.4110002999999995,3.16,4.77,4.86,3.867,5.5,7.37,7.41,4.74,6.06,2.07,2.174
08514122+1154290,M67,132.92174999999776,11.908055555555356,242.17784,6065.0,56.0,3.8540813999999997,0.11111803,-0.031675,33.9973,0.36495328,6.17,7.47,7.41,6.351,3.12,4.76,4.83,3.897,5.48,7.36,7.42,4.74,6.05,2.04,2.124
08513322+1148513,M67,132.88841666666443,11.8142499999998,268.04688,6022.0,57.0,3.8598527999999996,0.11203678,-0.04,34.0943,0.36417377,6.18,7.45,7.42,6.431,3.19,4.81,4.91,3.907,5.52,7.39,7.45,4.75,6.1,2.11,2.234
08511267+1150345,M67,132.8027916666644,11.842916666666467,243.85591000000002,6030.0,57.0,4.1402216,0.11080552,-0.013999999999999999,34.408302,0.36413,6.16,7.49,7.43,6.431,3.17,4.82,4.91,3.967,5.55,7.41,7.46,4.77,6.13,2.12,2.194
08512012+1146417,M67,132.83383333333106,11.7782499999998,246.35003999999998,6069.0,57.0,3.8653793,0.11268585,-0.08,34.40885,0.36422205,6.12,7.42,7.39,6.3910003,3.14,4.75,4.87,3.897,5.48,7.35,7.41,4.7,6.04,2.06,2.174
08514081+1149055,M67,132.92004166666442,11.818194444444243,240.97614,6022.0,57.0,4.2531614,0.11192487,-0.016,34.43885,0.36416644,6.15,7.47,7.41,6.3710002999999995,3.16,4.8,4.88,3.917,5.53,7.39,7.46,4.75,6.11,2.09,2.194
08510017+1154321,M67,132.75070833333106,11.908916666666467,189.06703000000002,5423.0,56.0,3.823964,0.1120405,0.114,34.591454,0.36422187,6.27,7.59,7.58,6.541,3.36,5.0,5.06,4.117,5.7,7.54,7.54,4.92,6.31,2.23,2.204
08510080+1148527,M67,132.75333333333106,11.814638888888693,205.11601000000002,5733.0,57.0,4.4220667,0.11156894,0.02,34.68975,0.36418596,6.14,7.53,7.43,6.421,3.19,4.9,4.93,4.0169999999999995,5.6,7.43,7.46,4.83,6.2,2.12,2.154
08505182+1156559,M67,132.7159166666645,11.948861111110904,234.33678999999998,6045.0,57.0,3.8232586000000004,0.11194274,-0.049999699999999994,35.35065,0.36414662,6.14,7.43,7.39,6.4110002999999995,3.14,4.75,4.85,3.877,5.49,7.35,7.41,4.72,6.06,2.06,2.184
08505891+1148192,M67,132.7454583333311,11.805333333333133,228.89378,6036.0,57.0,4.2286983,0.11167031,-0.034,35.40815,0.36417457,6.13,7.48,7.39,6.3910003,3.13,4.81,4.88,3.947,5.53,7.38,7.43,4.75,6.1,2.06,2.154
08510325+1145473,M67,132.76354166666442,11.76313888888869,244.11118,5887.0,57.0,3.7616758000000003,0.11223027,0.0127215,35.45515,0.36414358,6.2,7.5,7.47,6.471,3.25,4.86,4.96,3.937,5.56,7.44,7.49,4.77,6.15,2.16,2.234
08511854+1149214,M67,132.82724999999772,11.822611111110911,233.02666000000002,5873.0,57.0,3.7324986000000004,0.11126482,-0.00357348,35.739304,0.36416402,6.18,7.45,7.43,6.401,3.19,4.78,4.9,3.8470001000000003,5.51,7.4,7.45,4.72,6.09,2.11,2.174
08510524+1149340,M67,132.77183333333113,11.82611111111091,231.99462999999997,6001.0,56.0,4.1740637000000005,0.111871965,-0.036000000000000004,35.749752,0.36414564,6.1,7.43,7.38,6.3610000000000015,3.11,4.76,4.85,3.897,5.5,7.34,7.4,4.73,6.07,2.05,2.104
08505600+1153519,M67,132.7333333333311,11.897749999999794,248.2751,6064.0,56.0,4.1858,0.11103896,-0.03,35.82795,0.36422009999999994,6.11,7.48,7.43,6.3710002999999995,3.14,4.79,4.86,3.907,5.52,7.39,7.44,4.74,6.09,2.07,2.154
08510969+1159096,M67,132.79037499999777,11.985999999999798,224.58855,6009.0,57.0,4.173182499999999,0.11188500400000001,-0.027999999999999997,36.912147999999995,0.36415902,6.07,7.42,7.36,6.3610000000000015,3.12,4.75,4.87,3.887,5.49,7.34,7.41,4.72,6.05,2.07,2.134
06302682-0441179,NGC2232,97.61174999999837,-4.688305555555477,86.08582,5817.0,33.0,4.2835064,0.019537972,0.011649208000000001,4.18045,0.3609125,6.24,7.52,7.48,6.51,3.5400002,4.92,5.01,4.15,5.62,7.48,7.53,4.87,6.24,2.13,2.0900002
06280769-0525184,NGC2232,97.03204166666504,-5.421777777777686,82.406624,5030.0,25.0,4.391538,0.009603678000000001,-0.14242408,4.42065,0.36636183,6.19,7.47,7.27,6.56,3.24,5.05,4.82,4.18,5.58,7.38,7.28,4.74,6.05,2.22,2.084
06281336-0450001,NGC2232,97.05566666666503,-4.833361111111028,195.87313999999998,6666.0,0.0,4.1,0.0,-0.07,8.1925,3.0,5.0,6.61,6.88,5.2410000000000005,2.41,4.96,4.7,4.527,5.34,7.04,6.8,4.96,5.72,2.33,
06300415-0439388,NGC2232,97.51729166666505,-4.6607777777777,112.082825,5758.0,12.0,4.2397513,0.006128460600000001,0.06676968,11.4968,0.36452892,6.17,7.5699997,7.52,6.51,3.44,4.95,5.03,4.03,5.67,7.54,7.51,4.92,6.27,2.05,2.14
06280192-0450497,NGC2232,97.00799999999836,-4.847138888888806,152.15111000000005,7056.0,0.0,4.13,0.0,-0.12,12.458,0.41395387,5.62,7.04,7.27,5.6210002999999995,2.91,5.57,4.7,5.067,5.74,,,5.9,6.01,1.94,0.95399994
06282006-0441518,NGC2232,97.08358333333167,-4.697722222222144,111.72965,5738.0,122.0,4.327381,0.2533939,0.0429912,15.55955,0.36929747,6.25,7.5699997,7.47,6.331,3.32,5.14,5.1,4.25,5.7,7.62,7.74,5.08,6.21,2.43,2.43
06265632-0454106,NGC2232,96.73466666666502,-4.902944444444361,118.02276599999999,5828.0,28.0,4.39,0.0,-0.07988489,16.1886,0.36899737,6.01,7.34,7.24,6.34,2.9,4.9,4.57,3.9699998,5.52,7.4,7.37,4.83,5.91,1.91,2.14
06252540-0453027,NGC2232,96.3558333333317,-4.884083333333249,17.551907,5668.0,0.0,4.31,0.0,-0.02,19.547249,0.38140506,6.19,7.59,7.46,6.6210002999999995,3.25,5.2,5.03,4.367,5.85,7.62,7.43,5.05,6.3,2.32,2.144
06274588-0442152,NGC2232,96.941166666665,-4.704222222222142,69.5029,6266.0,0.0,3.9,0.0,-0.01,24.223202,0.878591,6.15,7.59,7.5,6.551,2.74,4.76,4.74,4.8469996,5.49,,,4.65,6.14,,
06262777-0433218,NGC2232,96.6157083333317,-4.5560555555554805,105.921844,6054.0,245.0,4.5092597,0.12548816,0.071444124,25.960701,0.37788048,6.02,7.29,7.31,6.331,2.99,4.85,4.65,4.12,5.46,7.52,7.55,4.91,6.07,2.03,2.14
06273773-0453592,NGC2232,96.90720833333172,-4.899777777777693,80.21576,5861.0,500.0,4.222222299999999,0.2,0.0,29.72765,0.3657068,5.96,7.39,7.18,6.011,2.89,5.04,4.44,4.3269997,5.66,7.27,6.83,4.97,6.07,1.91,1.324
06295921-0438556,NGC2232,97.49670833333168,-4.648777777777699,161.14033999999995,6028.0,51.0,3.7531837999999995,0.055368524,-0.27231485,30.5911,0.3603645,5.87,7.15,7.23,6.2400002,3.16,4.56,4.64,3.7570002000000002,5.23,7.16,7.13,4.62,5.88,1.67,1.78
06302094-0431254,NGC2232,97.58724999999836,-4.523722222222147,129.67622,5776.0,19.0,3.8033930000000002,0.065197214,0.094381705,31.00935,0.36442709999999995,6.16,7.58,7.53,6.59,3.4,4.98,5.12,4.12,5.69,7.56,7.56,4.94,6.34,2.19,2.25
06275445-0449487,NGC2232,96.97687499999836,-4.830194444444363,263.7166,6576.0,0.0,4.02,0.0,-0.1,33.6203,0.38727283,6.12,7.33,7.39,6.3210000000000015,2.86,5.24,4.77,4.397,5.43,7.43,7.45,4.95,5.94,2.17,1.974
06282430-0502513,NGC2232,97.10124999999836,-5.0475833333332485,155.55241,6217.0,426.0,4.6605086,0.33377670000000004,0.02651406,34.783896999999996,0.36504048,6.27,7.53,7.57,6.601,3.26,5.08,4.99,4.217,5.8,7.61,7.47,4.96,6.19,2.33,2.5340002
06272164-0456265,NGC2232,96.84016666666504,-4.940694444444361,87.35673,6225.0,92.0,4.602939599999999,0.26239598,-0.18645136,34.951653,0.36246616,5.79,7.05,7.19,6.2010000000000005,2.82,4.86,4.7,4.257,5.16,6.8,6.75,4.91,5.99,2.18,1.064
06281663-0523175,NGC2232,97.069291666665,-5.388194444444354,78.73631,5240.0,24.0,3.8470459999999997,0.07680619,0.10986469,35.919952,0.36488253,6.22,7.6,7.62,6.54,3.5900002,4.99,5.04,4.2,5.67,7.55,7.6,5.04,6.34,2.19,2.1100001
06252078-0444175,NGC2232,96.3365833333317,-4.738194444444366,75.29875,5252.0,17.0,4.384313,0.061750837,-0.057106957,48.74645200000001,0.36574003,6.08,7.46,7.44,6.39,3.41,4.95,4.84,4.01,5.57,7.45,7.52,4.86,6.21,2.16,2.01
06263734-0453322,NGC2232,96.65558333333168,-4.892277777777693,146.25278,6239.0,0.0,3.86,0.0,-0.03,52.9432,0.38848552,6.04,7.51,7.64,6.271,3.14,4.77,4.78,4.037,5.55,7.61,7.55,4.88,6.08,2.15,2.384
06292122-3118312,NGC2243,97.33841666666504,-31.30866666666614,9.429853,6786.0,178.0,4.1853857,0.5278241,,45.0849,0.34863806,,,,,,,,,,7.2723827000000005,,,,,
06292225-3117092,NGC2243,97.34270833333169,-31.28588888888836,113.97076399999999,5318.0,61.0,3.9159050000000004,0.11628422,0.04,52.0357,0.36485863,6.2,7.55,7.54,6.4510000000000005,3.31,4.98,5.05,4.117,5.65,7.48,7.51,4.92,6.29,2.17,2.094
06295017-3118531,NGC2243,97.45908333333168,-31.314777777777252,179.87871,5164.0,60.0,4.5975413,0.11501963,-0.16,61.7835,0.3651139,6.01,7.32,7.33,6.181,3.05,4.86,4.86,4.027,5.49,7.28,7.34,4.69,6.08,2.12,1.974
06293003-3122493,NGC2243,97.37512499999836,-31.380361111110567,24.166576,4904.0,74.0,4.269527,0.13382120000000006,-0.16,73.4195,0.37150067,6.15,7.47,7.29,,3.29,5.14,5.09,4.3269997,5.62,7.34,7.44,4.86,6.09,2.25,1.974
06401757+0932198,NGC2264,100.07320833333164,9.538833333333171,57.032996999999995,5067.0,0.0,4.4703784,0.05315696,0.16105759,0.153,0.36690012,6.67,7.7799997,7.71,6.76,3.72,5.41,5.4700003,4.71,5.97,7.71,7.71,5.33,6.54,2.64,2.0900002
06414303+0943324,NGC2264,100.42924999999828,9.7256666666665,191.69263,6867.0,0.0,4.09,0.0,-0.03,4.2992,0.56568545,,,,,,,,,,,,,,,
06412379+0933565,NGC2264,100.34908333333165,9.565694444444283,306.39484,6908.0,0.0,4.12,0.0,-0.04,10.4878,0.56568545,,,,,,,,,,,,,,,
06400970+0941434,NGC2264,100.04004166666498,9.695388888888726,48.83478,5205.0,0.0,4.12,0.0,-0.02,11.06,0.4,,,,,,,,,,,,,,,
06414945+1004475,NGC2264,100.45604166666494,10.079861111110944,90.85876,6451.0,0.0,4.14,0.0,-0.53,11.64115,0.39865923,,,,,,,,,,,,,,,
06400268+0918198,NGC2264,100.01116666666498,9.305499999999844,93.15319000000001,5887.0,17.0,4.292746,0.17205167,-0.013591182,13.50865,0.39942712,6.0899997,7.61,7.44,6.37,3.24,4.89,4.76,4.12,5.43,7.42,7.43,5.46,6.12,2.09,1.93
06413437+1002251,NGC2264,100.39320833333164,10.040305555555387,142.0377,6565.0,0.0,3.86,0.0,-0.4,14.88155,0.39148036,5.81,6.96,7.2,6.2000003,2.9,4.56,4.51,,5.15,7.16,7.1,5.86,5.7,1.61,1.55
06404877+0921566,NGC2264,100.20320833333162,9.365722222222065,314.7495,7474.0,0.0,4.05,0.0,0.23,15.2459,3.0,,,,,,,,,,,,,,,
06411380+0955439,NGC2264,100.30749999999833,9.928861111110944,260.4181,6028.0,0.0,4.2,0.0,0.06,15.373,0.6166844,,,,,,,,,,,,,,,
06394157+0934405,NGC2264,99.92320833333164,9.577916666666503,111.68171000000001,5783.0,0.0,4.38,0.0,0.02,15.76585,0.50087863,,,,,,,,,,,,,,,
06401620+0917130,NGC2264,100.06745833333166,9.286944444444288,200.71426,7947.0,0.0,4.12,0.0,0.26,16.039452,4.2426405,,,,,,,,,,,,,,,
06401692+0929099,NGC2264,100.0704999999983,9.486083333333172,112.203476,6230.0,0.0,3.87,0.0,-0.23,16.2688,0.51758426,,,,,,,,,,,,,,,
06411159+1002235,NGC2264,100.29829166666494,10.039861111110943,66.93923000000001,5016.0,0.0,4.46,0.0,-0.12,16.441502,0.63829076,,,,,,,,,,,,,,,
06415635+0950059,NGC2264,100.48479166666495,9.834972222222056,113.32235,5899.0,27.0,4.1845930000000005,0.021656197999999998,0.0815143,17.242352,0.36456707,6.17,7.56,7.53,6.48,3.48,4.94,5.03,4.1,5.66,7.53,7.56,4.93,6.29,2.12,2.18
06420870+0941212,NGC2264,100.53624999999829,9.68922222222206,44.548023,4771.0,0.0,4.47,0.0,-0.17,17.571102,0.6600535,,,,,,,,,,,,,,,
06412054+0945355,NGC2264,100.33558333333164,9.759888888888725,84.82141999999997,4902.0,0.0,4.5,0.0,-0.12,17.83445,0.72512907,,,,,,,,,,,,,,,
06411398+0910340,NGC2264,100.30824999999832,9.176111111110957,143.65353000000005,6237.0,46.0,4.1860833,0.0061086304000000004,0.006769523,18.047451000000002,0.3656219,6.14,7.49,7.45,6.44,3.3700001000000004,4.86,4.87,4.21,5.54,7.42,7.44,4.89,6.15,2.05,2.18
06403086+0934405,NGC2264,100.12858333333165,9.577916666666503,36.956534999999995,4886.0,0.0,4.41,0.0,-0.01,18.067352,1.1533107,,,,,,,,,,,,,,,
06413250+0938074,NGC2264,100.38541666666494,9.635388888888725,56.361743999999995,4695.0,156.0,4.255127,0.46518987,-0.12267278,18.285751,0.37006479999999997,6.21,,7.28,,3.25,,4.55,4.18,,7.38,7.62,4.79,6.02,2.55,
06410254+0934557,NGC2264,100.26058333333164,9.582166666666506,29.73085,4847.0,0.0,4.47,0.0,0.05,18.725502,3.16628,,,,,,,,,,,,,,,
06412878+0938388,NGC2264,100.36991666666495,9.64411111111095,88.15584,5245.0,0.0,4.52,0.0,-0.07,18.90525,0.40939057,,,,,,,,,,,,,,,
06405694+0948407,NGC2264,100.23724999999833,9.811305555555393,191.23862,6096.0,8.0,3.975653,0.18499841,-0.034971215,18.926551999999997,0.39383602,6.08,7.16,7.36,6.4500003,3.24,4.87,4.71,4.2599998,5.48,7.42,7.49,5.22,6.07,2.08,2.17
06413161+0948328,NGC2264,100.38166666666494,9.809111111110944,42.876385,4801.0,0.0,4.48,0.0,-0.07,18.958752,0.48463506,,,,,,,,,,,,,,,
06411575+0926168,NGC2264,100.3156249999983,9.43799999999984,144.81583999999995,4703.0,0.0,4.49,0.0,-0.07,19.1399,0.4197943,,,,,,,,,,,,,,,
06405212+0913539,NGC2264,100.21712499999832,9.231666666666511,216.15798999999998,6311.0,0.0,4.01,0.0,0.01,19.448452,3.046708,,,,,,,,,,,,,,,
06404218+0933374,NGC2264,100.17574999999832,9.560388888888726,219.3889,6203.0,0.0,4.06,0.0,-0.02,19.655102,3.0267022,,,,,,,,,,,,,,,
06410077+0951223,NGC2264,100.25320833333164,9.856194444444279,45.61777,4633.0,0.0,4.51,0.0,-0.07,19.71215,0.45695230000000003,,,,,,,,,,,,,,,
06411542+0946396,NGC2264,100.3142499999983,9.777666666666503,133.80173,5236.0,0.0,4.51,0.0,-0.04,19.830952,3.1042522999999997,,,,,,,,,,,,,,,
06410141+0934081,NGC2264,100.25587499999833,9.568916666666508,57.24995,4739.0,33.0,3.9648676,0.034199834,-0.15474431,20.594501,0.36766982,6.24,7.41,7.3,6.39,3.16,5.06,,4.22,5.64,7.32,7.27,4.76,6.02,2.26,
06410715+0927479,NGC2264,100.27979166666498,9.463305555555396,53.25218,4844.0,334.0,4.692909200000001,0.52184516,-0.2867343,20.8689,0.37298518,,,7.28,,3.25,,4.82,,5.6,7.48,7.72,,,2.93,
06414206+0947361,NGC2264,100.42524999999829,9.793361111110947,262.2529,7502.0,0.0,4.08,0.0,-0.06,21.1123,0.59802973,,,,,,,,,,,,,,,
06411827+0933535,NGC2264,100.3261249999983,9.56486111111095,39.20813,4829.0,432.0,4.4253086999999995,0.1322477,-0.23015372,21.484802,0.36944556,,,7.15,,3.17,,4.54,4.2799997,5.41,7.14,7.19,4.79,5.94,2.49,
06400565+0935492,NGC2264,100.02354166666498,9.596999999999836,145.86879,6174.0,0.0,3.82,0.0,-0.03,21.5256,0.49874732,,,,,,,,,,,,,,,
06410051+0929159,NGC2264,100.25212499999832,9.487777777777618,69.34751,4791.0,0.0,4.48,0.0,-0.06,21.617601,0.5501693,,,,,,,,,,,,,,,
06403749+0954579,NGC2264,100.15620833333165,9.916083333333164,189.35323,5981.0,0.0,4.17,0.0,0.04,21.8307,0.32122007,,,,,,,,,,,,,,,
06411258+0952311,NGC2264,100.30241666666498,9.875333333333165,80.00648000000002,4520.0,0.0,4.54,0.0,-0.05,21.90365,0.5688843000000001,,,,,,,,,,,,,,,
06410025+0958496,NGC2264,100.25104166666495,9.980444444444275,146.0333,5223.0,0.0,4.52,0.0,-0.07,22.145351,0.41338474,,,,,,,,,,,,,,,
06411963+0931443,NGC2264,100.33179166666494,9.528972222222064,61.469269999999995,4555.0,0.0,4.51,0.0,-0.06,22.3666,0.5734129,,,,,,,,,,,,,,,
06410433+0948221,NGC2264,100.26804166666498,9.806138888888725,92.483574,4827.0,36.0,4.2670910000000015,0.4358616,-0.16267301,22.470451,0.41294247,6.02,,7.23,6.56,3.0900002,5.03,4.67,4.18,5.5,7.3,7.56,4.87,6.0,2.32,
06395553+0913179,NGC2264,99.98137499999832,9.221638888888732,76.25458499999998,6240.0,52.0,3.9964817000000004,0.09270655,-0.31762537,23.180252,0.36592904,5.8199997,7.09,7.13,6.28,3.0900002,4.65,4.57,,5.29,7.14,7.19,,5.84,1.76,2.0300002
06404335+0950595,NGC2264,100.1806249999983,9.849861111110943,76.87079,4550.0,0.0,4.262862,0.44613559999999997,-0.15858741,23.463501,0.3720996,6.0699997,7.2799997,7.29,6.4,3.24,,4.87,3.9699998,,7.31,7.58,,6.04,2.63,
06401404+0920285,NGC2264,100.05849999999832,9.34124999999984,74.31639,5181.0,0.0,4.16,0.0,-0.03,24.2129,1.3419076,,,,,,,,,,,,,,,
06410577+1008417,NGC2264,100.27399999999832,10.144916666666493,67.088585,5620.0,27.0,4.3498697,0.045829754,-0.26273298,24.225351,0.36588899999999996,5.81,7.22,7.15,6.23,3.1000001,4.7,4.61,3.8,5.36,7.19,7.18,4.73,5.96,1.79,1.9399998999999999
06415385+0958427,NGC2264,100.4743749999983,9.978527777777607,95.68916999999999,6317.0,0.0,3.87,0.0,-0.07,24.562251999999997,0.5397949000000001,,,,,,,,,,,,,,,
06402989+0950104,NGC2264,100.12454166666494,9.836222222222057,100.78874,4870.0,4.0,3.8726854,0.03898363,-0.09330772,25.4977,0.365799,6.24,7.59,7.23,6.58,3.22,5.12,4.83,4.39,5.71,7.36,7.19,4.82,6.05,2.2,2.0900002
06414780+0934096,NGC2264,100.44916666666498,9.569333333333171,62.092093999999996,4565.0,48.0,4.1032777000000005,0.24018458,-0.2887181,25.981901,0.36857492,6.0899997,7.29,7.2,,3.16,4.9,4.67,4.13,,7.18,7.5,4.62,5.95,2.84,2.0300002
06404750+0949289,NGC2264,100.19791666666498,9.824694444444274,91.9735,4790.0,0.0,4.46,0.0,-0.04,26.849602,0.7908324000000001,,,,,,,,,,,,,,,
06412947+0914128,NGC2264,100.37279166666498,9.236888888888734,69.15966999999999,5795.0,47.0,4.3416142,0.09462025,0.1790312,27.615452,0.36524495,6.41,7.72,7.61,6.64,3.6000001000000004,5.15,5.01,4.35,5.75,7.63,7.68,5.16,6.47,2.24,2.0400002
06401376+0952067,NGC2264,100.05733333333166,9.86852777777761,43.416634,4677.0,205.0,4.318301,0.31906542,-0.0115265865,28.278801,0.3731723,6.35,7.61,7.38,6.58,3.63,5.09,,,5.8,7.53,7.47,5.0,6.31,,
06405223+1016044,NGC2264,100.21762499999832,10.267888888888717,104.63302,6330.0,82.0,4.1767389999999995,0.14060155,-0.12387247400000001,28.767302,0.37737188,,7.35,,,,,4.71,4.3199997,5.34,7.41,7.44,,6.0,1.95,1.87
06413715+0920599,NGC2264,100.40479166666498,9.349972222222062,198.03441,5936.0,11.0,4.2870035,0.023880883999999998,0.18038817,29.550451000000002,0.36426005,6.33,7.62,7.62,6.61,3.5,5.02,5.01,4.19,5.74,7.62,7.6,4.98,6.36,2.19,2.2
06410883+0923430,NGC2264,100.28679166666498,9.395277777777617,54.385690000000004,4315.0,0.0,4.55,0.0,-0.06,31.003101,3.0051596000000003,,,,,,,,,,,,,,,
06404485+0957442,NGC2264,100.18687499999832,9.96227777777761,37.13107,4605.0,90.0,4.392746,0.17205168,-0.10816053,33.2809,0.37151083,6.0899997,7.39,7.33,,3.41,,,4.3199997,5.48,7.34,7.42,4.96,6.21,2.8,
06403431+0919110,NGC2264,100.14295833333165,9.319722222222065,159.0149,6412.0,0.0,4.09,0.0,-0.42,33.48175,0.381448,,,,,,,,,,,,,,,
06413386+1004544,NGC2264,100.39108333333164,10.081777777777608,129.38806,5969.0,19.0,4.1162257,0.014151991000000001,-0.0331549,34.805504,0.36458677,6.0699997,7.39,7.38,6.4100003,3.3300002,4.83,4.84,4.11,5.52,7.42,7.44,4.88,6.18,1.97,2.0800002
06414119+0932428,NGC2264,100.4216249999983,9.545222222222062,86.284584,6383.0,95.0,4.325744599999998,0.1326474,-0.123688,37.0533,0.36709395,6.17,7.38,7.4,6.3,3.3400002,4.89,4.86,4.12,5.37,7.37,7.38,5.04,6.12,1.84,1.79
06404953+0953230,NGC2264,100.2063749999983,9.889722222222057,103.585365,7535.0,0.0,4.08,0.0,-0.17,37.1773,3.0,,,,,,,,,,,,,,,
06420663+0956026,NGC2264,100.52762499999828,9.934055555555387,207.39085,6899.0,0.0,4.13,0.0,-0.06,37.9215,0.41973737,,,,,,,,,,,,,,,
06402676+0913309,NGC2264,100.11149999999832,9.225277777777624,83.32975,5916.0,60.0,4.498005,0.071606606,0.135002,41.1818,0.36575773,6.08,7.59,7.56,6.56,3.43,5.02,5.0,4.15,5.74,7.58,7.58,4.98,6.29,2.31,2.3600001
06404817+0924118,NGC2264,100.20070833333165,9.40327777777762,225.5727,6314.0,0.0,3.88,0.0,-0.16,41.469852,0.8010983,,,,,,,,,,,,,,,
06410157+0915215,NGC2264,100.25654166666494,9.255972222222066,155.25668000000005,5395.0,4.0,3.9263523,0.10820028,0.26292375,42.693752,0.36437709999999995,6.5699997,7.8500004,7.73,6.740000200000001,3.8000002,5.25,5.34,4.48,5.85,7.74,7.74,5.24,6.55,2.4,2.26
06412667+0923547,NGC2264,100.3611249999983,9.398527777777616,152.6668,6288.0,0.0,3.92,0.0,-0.01,42.758354,4.2426405,,,,,,,,,,,,,,,
06401504+1004516,NGC2264,100.06266666666498,10.080999999999829,123.97208,5530.0,0.0,4.47,0.0,-0.16,44.15165,0.3776843,,,,,,,,,,,,,,,
06404604+1008447,NGC2264,100.19183333333164,10.145749999999829,103.772125,5729.0,25.0,4.1433806,0.055248807999999996,-0.330396,46.2947,0.36516708,5.79,7.38,7.17,6.2200003,3.13,4.68,4.7000003,3.6399998999999994,5.28,7.16,7.19,4.61,5.82,1.65,1.91
07382241+2133466,NGC2420,114.59337499999808,21.562944444444078,64.9282,5306.0,58.0,3.7416925,0.115634054,-0.15,74.86575,0.36515522,5.96,7.35,7.29,6.211,3.04,4.77,4.83,3.8569999999999998,5.42,7.24,7.32,4.65,5.92,2.04,2.194
07452252-3725012,NGC2451,116.34383333333142,-37.41699999999937,362.73724,6316.0,248.0,4.1114440000000005,0.105023764,0.17413153,-2.3342,0.3766651,6.3799996,7.73,7.61,6.59,3.49,5.04,5.04,4.01,5.66,7.57,7.7,4.99,6.24,2.17,2.0600002
07443216-3821291,NGC2451,116.13399999999805,-38.35808333333268,184.60332,6314.0,53.0,4.036761,0.11503299,-0.12171037,-2.15295,0.37042937,6.02,7.4,7.32,6.35,3.2,4.78,4.7400002,4.157,5.35,7.33,7.38,4.89,6.01,1.93,1.87
07405202-3722025,NGC2451,115.21674999999807,-37.367361111110476,157.07796000000005,6313.0,66.0,3.9434726,0.044994503,-0.13133906,-1.17575,0.36510515,5.91,7.3199997,7.34,6.4700003,3.2900002,4.88,4.85,4.067,5.42,7.32,7.33,4.76,6.01,1.98,2.1200001
07434119-3836348,NGC2451,115.92162499999806,-38.60966666666601,223.88057999999998,5813.0,16.0,4.352501,0.04213203,-0.11351379,-0.41705,0.36455724,5.97,7.4,7.33,6.35,3.27,4.78,4.8,3.8799998999999996,5.43,7.35,7.36,4.69,6.06,1.96,2.13
07435449-3821582,NGC2451,115.97704166666472,-38.36616666666602,151.8875,6300.0,0.0,3.85,0.0,-0.18,1.0853,0.87622344,6.32,7.51,7.63,6.6210002999999995,3.02,5.03,5.24,4.447,5.88,7.44,7.26,5.11,6.35,2.35,2.714
07430754-3841144,NGC2451,115.7814166666647,-38.68733333333269,100.82668000000001,5698.0,32.0,3.8217356,0.053750332000000005,0.07351307,2.73635,0.36462405,6.2,7.49,7.53,6.57,3.5,4.99,5.05,4.21,5.71,7.58,7.51,5.01,6.35,2.19,2.2800002
07471709-3740422,NGC2451,116.82120833333134,-37.67838888888826,134.76758,5687.0,20.0,4.337581,0.02784283,-0.15924868,4.7408,0.36487967,5.93,7.37,7.28,6.33,3.21,4.8,4.78,3.8799998999999996,5.47,7.34,7.31,4.66,6.07,1.91,2.1000001
07411761-3722089,NGC2451,115.32337499999805,-37.369138888888266,306.7311,6172.0,6.0,3.6948837999999995,0.034554295,-0.113230444,5.7018002999999995,0.36516765,6.0299997,7.35,7.38,6.39,3.27,4.78,4.81,3.947,5.44,7.32,7.35,4.74,6.04,1.88,2.14
07422768-3834230,NGC2451,115.61533333333134,-38.5730555555549,247.85074,6517.0,0.0,4.04,0.0,0.04,6.6260996,4.2426405,,,,,,,,,,,,,,,
07485034-3807068,NGC2451,117.209749999998,-38.118555555554906,351.20657,6314.0,0.0,3.88,0.0,-0.11,10.8505,0.49685395,6.21,7.48,7.41,6.351,2.89,4.8,4.71,4.157,5.47,7.41,7.34,4.83,6.01,2.45,2.174
